published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status,sentiment_score
2011-07-28,126.0,126.0,126.0,126.0,,40.0,5040.0,0,-0.09852000000000001
2011-08-01,126.0,124.0,122.0,122.0,-3.17,120.0,14660.0,0,0.2031
2011-08-03,122.0,122.0,120.0,120.0,-1.64,270.0,32600.0,0,0.12383999999999999
2011-08-04,120.0,120.0,120.0,120.0,0.0,40.0,4800.0,0,-0.015230000000000011
2011-08-11,120.0,122.0,122.0,122.0,1.67,220.0,26840.0,0,0.016749999999999998
2011-08-16,122.0,124.0,120.0,122.0,0.0,510.0,62300.0,0,0.19045
2011-08-18,122.0,120.0,112.0,112.0,-8.2,270.0,31180.0,0,0.19763
2011-08-22,112.0,110.0,101.0,103.0,-8.04,430.0,44760.0,0,0.07561
2011-08-23,103.0,101.0,99.0,99.0,-3.88,310.0,31130.0,0,0.05061
2011-08-24,99.0,100.0,98.0,100.0,1.01,750.0,74370.0,0,0.17088
2011-08-25,100.0,102.0,100.0,101.0,1.0,80.0,8100.0,0,0.12439
2011-08-28,101.0,100.0,99.0,100.0,-0.99,520.0,51820.0,0,0.10061
2011-08-29,100.0,102.0,101.0,102.0,2.0,80.0,8120.0,0,0.008919999999999994
2011-08-30,102.0,100.0,100.0,100.0,-1.96,640.0,64000.0,0,0.04215
2011-09-01,100.0,104.0,99.0,104.0,4.0,110.0,11140.0,0,0.3852166666666667
2011-09-04,104.0,102.0,101.0,101.0,-2.88,40.0,4050.0,0,0.009149999999999997
2011-09-05,101.0,101.0,100.0,101.0,0.0,130.0,13090.0,0,-0.12255
2011-09-06,101.0,103.0,103.0,103.0,1.98,20.0,2060.0,0,0.11420000000000001
2011-09-07,103.0,105.0,102.0,102.0,-0.97,530.0,54920.0,0,0.20054
2011-09-08,102.0,102.0,100.0,102.0,0.0,770.0,78240.0,0,-0.0031200000000000004
2011-09-12,102.0,102.0,100.0,102.0,0.0,360.0,36280.0,0,0.17476666666666665
2011-09-13,102.0,104.0,102.0,102.0,0.0,310.0,31820.0,0,0.03494444444444444
2011-09-14,102.0,106.0,104.0,104.0,1.96,130.0,13560.0,0,-0.046689999999999995
2011-09-15,104.0,106.0,103.0,106.0,1.92,120.0,12480.0,0,0.07524
2011-09-18,106.0,106.0,102.0,103.0,-2.83,400.0,41440.0,0,-0.16546666666666668
2011-09-19,103.0,101.0,101.0,101.0,-1.94,30.0,3030.0,0,0.0836
2011-09-20,101.0,100.0,100.0,100.0,-0.99,20.0,2000.0,0,0.053149999999999996
2011-09-21,100.0,103.0,102.0,102.0,2.0,260.0,26540.0,0,-0.02979
2011-09-25,102.0,102.0,101.0,101.0,-0.98,110.0,11150.0,0,0.05126666666666666
2011-10-02,101.0,99.0,99.0,99.0,-1.98,200.0,19800.0,0,-0.025574999999999994
2011-10-13,99.0,98.0,98.0,98.0,-1.01,40.0,3920.0,0,0.017210000000000003
2011-10-16,98.0,99.0,99.0,99.0,1.02,30.0,2970.0,0,0.15028999999999998
2011-10-17,99.0,100.0,99.0,100.0,1.01,120.0,11960.0,0,-0.11191666666666666
2011-10-18,100.0,101.0,100.0,101.0,1.0,170.0,17130.0,0,-0.1038
2011-10-19,101.0,101.0,101.0,101.0,0.0,80.0,8080.0,0,-0.0660625
2011-10-20,101.0,101.0,101.0,101.0,0.0,80.0,8080.0,0,-0.043637499999999996
2011-10-23,101.0,101.0,101.0,101.0,0.0,40.0,4040.0,0,0.023130000000000008
2011-10-24,101.0,102.0,100.0,102.0,0.99,170.0,17200.0,0,0.09652999999999999
2011-10-31,102.0,103.0,103.0,103.0,0.98,40.0,4120.0,0,0.10676666666666666
2011-11-02,103.0,105.0,104.0,105.0,1.94,80.0,8360.0,0,0.13686
2011-11-03,105.0,107.0,106.0,106.0,0.95,90.0,9560.0,0,0.14750000000000002
2011-11-06,106.0,108.0,107.0,107.0,0.94,80.0,8620.0,0,0.2766375
2011-11-08,107.0,105.0,105.0,105.0,-1.87,60.0,6300.0,0,-0.13620000000000002
2011-11-09,105.0,105.0,105.0,105.0,0.0,100.0,10500.0,0,0.15706
2011-11-10,105.0,107.0,102.0,102.0,-2.86,240.0,25040.0,0,0.29565
2011-11-13,102.0,102.0,102.0,102.0,0.0,180.0,18360.0,0,-0.015049999999999997
2011-11-14,102.0,106.0,104.0,106.0,3.92,70.0,7360.0,0,0.11909
2011-11-15,106.0,108.0,108.0,108.0,1.89,140.0,15120.0,0,0.12885
2011-11-16,108.0,107.0,107.0,107.0,-0.93,60.0,6420.0,0,0.1726
2011-11-17,107.0,105.0,105.0,105.0,-1.87,720.0,75600.0,0,0.26659
2011-11-20,105.0,105.0,104.0,104.0,-0.95,940.0,98600.0,0,0.16753
2011-11-21,104.0,103.0,103.0,103.0,-0.96,100.0,10300.0,0,-0.023180000000000006
2011-11-22,103.0,105.0,103.0,103.0,0.0,120.0,12440.0,0,0.09530999999999999
2011-11-23,103.0,103.0,102.0,102.0,-0.97,220.0,22550.0,0,0.009239999999999998
2011-11-24,102.0,102.0,102.0,102.0,0.0,150.0,15300.0,0,0.08374999999999999
2011-11-27,102.0,104.0,103.0,104.0,1.96,820.0,85060.0,0,0.09670000000000001
2011-11-28,104.0,103.0,103.0,103.0,-0.96,190.0,19570.0,0,-0.18818
2011-12-01,100.0,101.0,100.0,100.0,-2.91,230.0,23160.0,0,0.0007899999999999962
2011-12-06,100.0,100.0,99.0,99.0,-1.0,300.0,29740.0,0,0.14048
2011-12-08,99.0,98.0,98.0,98.0,-1.01,20.0,1960.0,0,0.04061
2011-12-11,98.0,97.0,96.0,96.0,-2.04,140.0,13480.0,0,-0.160775
2011-12-18,96.0,97.0,97.0,97.0,1.04,30.0,2910.0,0,-0.18714999999999998
2011-12-19,97.0,98.0,93.0,93.0,-4.12,280.0,26980.0,0,0.07244999999999999
2011-12-20,93.0,95.0,94.0,95.0,2.15,260.0,24540.0,0,-0.19876
2011-12-27,95.0,98.0,96.0,98.0,3.16,180.0,17500.0,0,-0.08917142857142857
2011-12-29,98.0,97.0,96.0,96.0,-2.04,320.0,30800.0,0,-0.06353
2012-01-09,96.0,95.0,95.0,95.0,-1.04,300.0,28500.0,0,-0.04297
2012-01-11,95.0,94.0,93.0,93.0,-2.11,360.0,33740.0,0,-0.11464444444444445
2012-01-12,93.0,92.0,91.0,91.0,-2.15,330.0,30170.0,0,-0.1004888888888889
2012-01-16,91.0,90.0,89.0,89.0,-2.2,230.0,20650.0,0,0.12262222222222222
2012-01-17,89.0,92.0,90.0,92.0,3.37,270.0,24570.0,0,-0.24306999999999998
2012-01-18,92.0,93.0,91.0,91.0,-1.09,130.0,11900.0,0,-0.13101000000000002
2012-01-19,91.0,90.0,90.0,90.0,-1.1,80.0,7200.0,0,0.07551000000000001
2012-01-22,90.0,93.0,91.0,92.0,2.22,550.0,50670.0,0,0.021229999999999992
2012-01-23,92.0,93.0,93.0,93.0,1.09,20.0,1860.0,0,0.014449999999999996
2012-01-25,93.0,94.0,93.0,94.0,1.08,200.0,18740.0,0,0.023020000000000002
2012-01-26,94.0,95.0,94.0,94.0,0.0,160.0,15060.0,0,0.11522999999999999
2012-01-29,94.0,97.0,95.0,97.0,3.19,140.0,13340.0,0,-0.05688
2012-01-31,97.0,97.0,95.0,97.0,0.0,170.0,16220.0,0,0.06008
2012-02-01,97.0,97.0,96.0,97.0,0.0,230.0,22270.0,0,0.05243
2012-02-02,97.0,98.0,96.0,98.0,1.03,550.0,53340.0,0,0.008110000000000006
2012-02-05,98.0,100.0,98.0,100.0,2.04,580.0,57640.0,0,0.020550000000000002
2012-02-06,100.0,99.0,99.0,99.0,-1.0,170.0,16830.0,0,0.11867999999999998
2012-02-07,99.0,100.0,99.0,99.0,0.0,280.0,27860.0,0,0.15550999999999998
2012-02-08,99.0,100.0,98.0,98.0,-1.01,250.0,24660.0,0,0.11071
2012-02-09,98.0,99.0,99.0,99.0,1.02,20.0,1980.0,0,0.01814
2012-02-12,99.0,100.0,98.0,98.0,-1.01,340.0,33520.0,0,-0.08423
